source_line	original	nomi_ru	nomi_uz	review_reason
9380	ИНТЕРФЕРОН ЧЕЛОВ/ЛЕЙКОЦ АМП 1000МЕ №10**	Интерферон Челов/лейкоц ампулы 1000МЕ №10**	Interferon Chelov/leykots ampula 1000Me №10**	source_marker,unresolved_abbreviation
9381	ИНТЕРФЕРОН ЧЕЛОВ/ЛЕЙКОЦ Р-Р 5000МЕ 5МЛ**	Интерферон Челов/лейкоц раствор 5000МЕ 5 мл**	Interferon Chelov/leykots eritma 5000Me 5 ml**	source_marker,unresolved_abbreviation
9382	ИНТЕСТИ-БАКТЕРИОФАГ Р-Р Д/ПРИЕМА ВНУТРЬ 100МЛ	Интести-бактериофаг раствор Д/приема Внутрь 100 мл	Intesti-bakteriofag eritma D/priema Vnutr 100 ml	unresolved_abbreviation
9383	ИНТЕСТИ-БАКТЕРИОФАГ Р-Р Д/ПРИЕМА ВНУТРЬ 20МЛ №4	Интести-бактериофаг раствор Д/приема Внутрь 20 мл №4	Intesti-bakteriofag eritma D/priema Vnutr 20 ml №4	unresolved_abbreviation
9394	ИНФЕЗОЛ 40 Р-Р Д/ИНФ 250МЛ**	Инфезол 40 раствор для инфузий 250 мл**	Infezol 40 eritma infuziya uchun 250 ml**	source_marker
9395	ИНФЕЗОЛ 40 Р-Р Д/ИНФ 500МЛ**	Инфезол 40 раствор для инфузий 500 мл**	Infezol 40 eritma infuziya uchun 500 ml**	source_marker
9435	ИРИНОТЕЛ КОНЦ Д/ИНФ 100МГ/5МЛ ФЛ 5МЛ**	Иринотел Конц для инфузий 100 мг/5 мл флакон 5 мл**	Irinotel Konts infuziya uchun 100 mg/5 ml flakon 5 ml**	source_marker
9514	ЙЕСC БЭЙБИ-1 NEW BORN №48	ЙЕСC Бэйби-1 NEW BORN №48	YesC Beybi-1 NEW BORN №48	mixed_alphabet
9515	ЙЕСC БЭЙБИ-2 MINI №35	ЙЕСC Бэйби-2 MINI №35	YesC Beybi-2 MINI №35	mixed_alphabet
9516	ЙЕСC БЭЙБИ-3 MINI №30	ЙЕСC Бэйби-3 MINI №30	YesC Beybi-3 MINI №30	mixed_alphabet
9517	ЙЕСC БЭЙБИ-4 MAXI №25	ЙЕСC Бэйби-4 MAXI №25	YesC Beybi-4 MAXI №25	mixed_alphabet
9518	ЙЕСC БЭЙБИ-5 JUNIOR №20	ЙЕСC Бэйби-5 JUNIOR №20	YesC Beybi-5 JUNIOR №20	mixed_alphabet
9586	ЙОХИМБИНА Г/Х ТАБ 5МГ №50	Йохимбина Г/Х таблетки 5 мг №50	Yoximbina G/x tabletka 5 mg №50	unresolved_abbreviation
9589	КА ГЕЛЬ Д/ДУША КЕДРОВЫЙ ПИТАТЕЛЬНЫЙ 280МЛ	КА гель Д/душа Кедровый Питательный 280 мл	Ka gel D/dusha Kedroviy Pitatelniy 280 ml	unresolved_abbreviation
9703	КАЛЬЦИЙ МАГНИЙ Д3 ДОКТОР МОРЕ Д/КОСТНОЙ ТКАНИ КАПС 0,65Г №60	Кальций Магний Д3 Доктор Море Д/костной Ткани капсулы 0,65 г №60	Kaltsiy Magniy D3 Doktor More D/kostnoy Tkani kapsula 0,65 g №60	unresolved_abbreviation
9752	КАЛЬЦИЯ ХЛОРИД 5%С АСКАРБИНОВОЙ КИС.	Кальция Хлорид 5%С Аскарбиновой КИС.	Kaltsiya Xlorid 5%S Askarbinovoy Kis.	unresolved_abbreviation
9822	КАНДИБИОТИК УШ/КАПЛИ 5МЛ	Кандибиотик Уш/капли 5 мл	Kandibiotik Ush/kapli 5 ml	unresolved_abbreviation
9851	КАНПЕД-L ПОДГУЗНИКИ Д/ВЗРОСЛЫХ №30	Канпед-L подгузники Д/взрослых №30	Kanped-L taglik D/vzroslix №30	unresolved_abbreviation
9852	КАНПЕД-М ПОДГУЗНИКИ Д/ВЗРОСЛЫХ №30	Канпед-м подгузники Д/взрослых №30	Kanped-m taglik D/vzroslix №30	unresolved_abbreviation
9901	КАРДЕКСИН ГЛ/УШ КАПЛИ 0,5% 5МЛ	Кардексин Гл/уш капли 0,5% 5 мл	Kardeksin Gl/ush tomchi 0,5% 5 ml	unresolved_abbreviation
9943	КАРДИТОН Р-Р Д/ПРИЕМА ВНУТРЬ 1Г/10МЛ №10	Кардитон раствор Д/приема Внутрь 1 г/10 мл №10	Karditon eritma D/priema Vnutr 1 g/10 ml №10	unresolved_abbreviation
9970	КАРНЕКС ТАБ. №30	Карнекс таблетки. №30	Karneks tabletka. №30	unresolved_abbreviation
9982	КАРСИМОКС ПОР Д/СУСП СУСП 125МГ/5МЛ 30МЛ	Карсимокс порошок для приготовления суспензии суспензия 125 мг/5 мл 30 мл	Karsimoks kukun suspenziya tayyorlash uchun suspenziya 125 mg/5 ml 30 ml	unresolved_abbreviation
9984	КАРТАН Р-Р Д/ПРИЕМА ВНУТРЬ 1Г/10МЛ №10	Картан раствор Д/приема Внутрь 1 г/10 мл №10	Kartan eritma D/priema Vnutr 1 g/10 ml №10	unresolved_abbreviation
10060	КАТЕТЕР ПИТАЮЩИЙ ALPHA Р. 5	Катетер Питающий ALPHA Р. 5	Kateter Pitayushchiy ALPHA R. 5	unresolved_abbreviation
10061	КАТЕТЕР ПИТАЮЩИЙ ALPHA Р. 6	Катетер Питающий ALPHA Р. 6	Kateter Pitayushchiy ALPHA R. 6	unresolved_abbreviation
10062	КАТЕТЕР ПИТАЮЩИЙ ARIETTE Р. 5	Катетер Питающий ARIETTE Р. 5	Kateter Pitayushchiy ARIETTE R. 5	unresolved_abbreviation
10063	КАТЕТЕР ПИТАЮЩИЙ ARIETTE Р. 6	Катетер Питающий ARIETTE Р. 6	Kateter Pitayushchiy ARIETTE R. 6	unresolved_abbreviation
10067	КАТЕТЕР ПИТАЮЩИЙ MEDIPLUS Р. 10	Катетер Питающий MEDIPLUS Р. 10	Kateter Pitayushchiy MEDIPLUS R. 10	unresolved_abbreviation
10068	КАТЕТЕР ПИТАЮЩИЙ MEDIPLUS Р. 6	Катетер Питающий MEDIPLUS Р. 6	Kateter Pitayushchiy MEDIPLUS R. 6	unresolved_abbreviation
10069	КАТЕТЕР ПИТАЮЩИЙ MEDIPLUS Р. 8	Катетер Питающий MEDIPLUS Р. 8	Kateter Pitayushchiy MEDIPLUS R. 8	unresolved_abbreviation
10070	КАТЕТЕР ПИТАЮЩИЙ Р. 14	Катетер Питающий Р. 14	Kateter Pitayushchiy R. 14	unresolved_abbreviation
10071	КАТЕТЕР ПИТАЮЩИЙ Р. 6	Катетер Питающий Р. 6	Kateter Pitayushchiy R. 6	unresolved_abbreviation
10072	КАТЕТЕР ПИТАЮЩИЙ Р. 8	Катетер Питающий Р. 8	Kateter Pitayushchiy R. 8	unresolved_abbreviation
10240	КВАМАТЕЛ ПОР Д/ИН 20МГ ФЛ №5**	Квамател порошок для инъекций 20 мг флакон №5**	Kvamatel kukun inyeksiya uchun 20 mg flakon №5**	source_marker
10241	КВАМАТЕЛ ТАБ 20МГ №28**	Квамател таблетки 20 мг №28**	Kvamatel tabletka 20 mg №28**	source_marker
10267	КЕМОКАРБ КОНЦ Д/ИНФ 450МГ/45МЛ 45МЛ**	Кемокарб Конц для инфузий 450 мг/45 мл 45 мл**	Kemokarb Konts infuziya uchun 450 mg/45 ml 45 ml**	source_marker
10297	КЕТГУТ СТЕР В АМПУЛЕ 1,5М Р. 4	Кетгут Стер В Ампуле 1,5М Р. 4	Ketgut Ster V Ampule 1,5M R. 4	unresolved_abbreviation
10298	КЕТГУТ СТЕР В АМПУЛЕ 1,5М Р. 5	Кетгут Стер В Ампуле 1,5М Р. 5	Ketgut Ster V Ampule 1,5M R. 5	unresolved_abbreviation
10299	КЕТГУТ СТЕР В АМПУЛЕ 1,5М Р. 6	Кетгут Стер В Ампуле 1,5М Р. 6	Ketgut Ster V Ampule 1,5M R. 6	unresolved_abbreviation
10300	КЕТГУТ СТЕР С ИГЛОЙ 0,75М Р. 4	Кетгут Стер С Иглой 0,75М Р. 4	Ketgut Ster S Igloy 0,75M R. 4	unresolved_abbreviation
10301	КЕТГУТ СТЕР С ИГЛОЙ 0,75М Р. 5	Кетгут Стер С Иглой 0,75М Р. 5	Ketgut Ster S Igloy 0,75M R. 5	unresolved_abbreviation
10315	КЕТОНАЛ ГЕЛЬ 50Г**	Кетонал гель 50 г**	Ketonal gel 50 g**	source_marker
10430	КЛАВЕРА БИД ПОР Д/СУСП 228,5МГ/5МЛ 100МЛ	Клавера БИД порошок для приготовления суспензии 228,5 мг/5 мл 100 мл	Klavera Bid kukun suspenziya tayyorlash uchun 228,5 mg/5 ml 100 ml	unresolved_abbreviation
10432	КЛАВЕРА БИД ФОРТЕ ПОР Д/СУСП 457МГ/МЛ 100МЛ	Клавера БИД Форте порошок для приготовления суспензии 457 Мг/мл 100 мл	Klavera Bid Forte kukun suspenziya tayyorlash uchun 457 Mg/ml 100 ml	unresolved_abbreviation
10439	КЛАМОК ПОР Д/СУСП 156,25МГ/5МЛ 100МЛ	Кламок порошок для приготовления суспензии 156,25 мг/5 мл 100 мл	Klamok kukun suspenziya tayyorlash uchun 156,25 mg/5 ml 100 ml	unresolved_abbreviation
10449	КЛАРИТРО ГРАН Д/СУСП 125МГ/5МЛ 60МЛ	Кларитро гранулы для приготовления суспензии 125 мг/5 мл 60 мл	Klaritro granula suspenziya tayyorlash uchun 125 mg/5 ml 60 ml	unresolved_abbreviation
10454	КЛАЦИД ГРАН Д/СУСП 125МГ/5МЛ 100МЛ	Клацид гранулы для приготовления суспензии 125 мг/5 мл 100 мл	Klatsid granula suspenziya tayyorlash uchun 125 mg/5 ml 100 ml	unresolved_abbreviation
10455	КЛАЦИД ГРАН Д/СУСП 125МГ/5МЛ 60МЛ	Клацид гранулы для приготовления суспензии 125 мг/5 мл 60 мл	Klatsid granula suspenziya tayyorlash uchun 125 mg/5 ml 60 ml	unresolved_abbreviation
10459	КЛЕДОМОКС ПОР Д/СУСП 228,5МГ/5МЛ 70МЛ	Кледомокс порошок для приготовления суспензии 228,5 мг/5 мл 70 мл	Kledomoks kukun suspenziya tayyorlash uchun 228,5 mg/5 ml 70 ml	unresolved_abbreviation
10518	КЛИОРО Р-Р Д/ПОЛОСКАНИЯ 200МЛ	Клиоро раствор Д/полоскания 200 мл	Klioro eritma D/poloskaniya 200 ml	unresolved_abbreviation
10520	КЛИПСА ДЕРЖАТЕЛЬ ПЛАС. ДЛЯ ПУСТЫШКИ ROYAL BABY РОЗОВЫЙ 51/025	Клипса Держатель Плас. ДЛЯ Пустышки ROYAL BABY Розовый 51/025	Klipsa Derjatel Plas. Dlya Pustishki ROYAL BABY Rozoviy 51/025	unresolved_abbreviation
10521	КЛИПСА ДЕРЖАТЕЛЬ ПЛАС. ДЛЯ ПУСТЫШКИ ROYAL BABY СЕРЫЙ 51/025	Клипса Держатель Плас. ДЛЯ Пустышки ROYAL BABY Серый 51/025	Klipsa Derjatel Plas. Dlya Pustishki ROYAL BABY Seriy 51/025	unresolved_abbreviation
10530	КЛОВИГАН ГЛ/МАЗЬ 0,15% 5Г	Кловиган Гл/мазь 0,15% 5 г	Klovigan Gl/maz 0,15% 5 g	unresolved_abbreviation
10687	КОЛГОТКИ АНТИВАРИКОЗНЫЕ MEDIVA ДЛЯ БЕРЕМЕННЫХ Р. L (REF-249)	Колготки Антиварикозные MEDIVA ДЛЯ Беременных Р. L (REF-249)	Kolgotki Antivarikoznie MEDIVA Dlya Beremennix R. L (REF-249)	unresolved_abbreviation
10781	КОНВУЛЕКС КАПС 300МГ №100**	Конвулекс капсулы 300 мг №100**	Konvuleks kapsula 300 mg №100**	source_marker
10787	КОНДИЦИОНЕР ДЛЯ ВОЛОС БИО НАТУР. УВЛАЖНЯЮЩИЙ VEGAN MILK 270МЛ	Кондиционер ДЛЯ Волос БИО Натур. Увлажняющий VEGAN MILK 270 мл	Konditsioner Dlya Volos Bio Natur. Uvlajnyayushchiy VEGAN MILK 270 ml	unresolved_abbreviation
10817	КОНТУР ДЫХАТЕЛЬНЫЙ Д/ВЗРОСЛЫХ	Контур Дыхательный Д/взрослых	Kontur Dixatelniy D/vzroslix	unresolved_abbreviation
10841	КОРДАРОН АМП 150МГ/3МЛ №6**	Кордарон ампулы 150 мг/3 мл №6**	Kordaron ampula 150 mg/3 ml №6**	source_marker
10869	КОРНЕРЕГЕЛЬ ГЛ/ГЕЛЬ 5% 10Г	Корнерегель Гл/гель 5% 10 г	Korneregel Gl/gel 5% 10 g	unresolved_abbreviation
10870	КОРНЕРЕГЕЛЬ ГЛ/ГЕЛЬ 5% 5Г	Корнерегель Гл/гель 5% 5 г	Korneregel Gl/gel 5% 5 g	unresolved_abbreviation
10878	КОРРЕКТОР ОСАНКИ Д/ВЗРОСЛЫХ  Р. 69-78	Корректор Осанки Д/взрослых Р. 69-78	Korrektor Osanki D/vzroslix R. 69-78	unresolved_abbreviation
10879	КОРРЕКТОР ОСАНКИ Д/ВЗРОСЛЫХ UNIVERSAL Р. L	Корректор Осанки Д/взрослых UNIVERSAL Р. L	Korrektor Osanki D/vzroslix UNIVERSAL R. L	unresolved_abbreviation
10880	КОРРЕКТОР ОСАНКИ Д/ВЗРОСЛЫХ UNIVERSAL Р. S	Корректор Осанки Д/взрослых UNIVERSAL Р. S	Korrektor Osanki D/vzroslix UNIVERSAL R. S	unresolved_abbreviation
10881	КОРРЕКТОР ОСАНКИ Д/ВЗРОСЛЫХ UNIVERSAL Р. XL	Корректор Осанки Д/взрослых UNIVERSAL Р. XL	Korrektor Osanki D/vzroslix UNIVERSAL R. XL	unresolved_abbreviation
10882	КОРРЕКТОР ОСАНКИ Д/ВЗРОСЛЫХ UNIVERSAL Р. XXL	Корректор Осанки Д/взрослых UNIVERSAL Р. XXL	Korrektor Osanki D/vzroslix UNIVERSAL R. XXL	unresolved_abbreviation
10883	КОРРЕКТОР ОСАНКИ Д/ВЗРОСЛЫХ UNIVERSAL Р. М	Корректор Осанки Д/взрослых UNIVERSAL Р. М	Korrektor Osanki D/vzroslix UNIVERSAL R. M	unresolved_abbreviation
10884	КОРРЕКТОР ОСАНКИ Д/ВЗРОСЛЫХ ТОНУС Р. 48	Корректор Осанки Д/взрослых Тонус Р. 48	Korrektor Osanki D/vzroslix Tonus R. 48	unresolved_abbreviation
10885	КОРРЕКТОР ОСАНКИ Д/ВЗРОСЛЫХ ТОНУС Р. 50	Корректор Осанки Д/взрослых Тонус Р. 50	Korrektor Osanki D/vzroslix Tonus R. 50	unresolved_abbreviation
10886	КОРРЕКТОР ОСАНКИ Д/ВЗРОСЛЫХ ТОНУС Р. 52	Корректор Осанки Д/взрослых Тонус Р. 52	Korrektor Osanki D/vzroslix Tonus R. 52	unresolved_abbreviation
10887	КОРРЕКТОР ОСАНКИ Д/ВЗРОСЛЫХ ТОНУС Р. 54	Корректор Осанки Д/взрослых Тонус Р. 54	Korrektor Osanki D/vzroslix Tonus R. 54	unresolved_abbreviation
10888	КОРРЕКТОР ОСАНКИ Д/ВЗРОСЛЫХ ТОНУС Р. 56	Корректор Осанки Д/взрослых Тонус Р. 56	Korrektor Osanki D/vzroslix Tonus R. 56	unresolved_abbreviation
10889	КОРРЕКТОР ОСАНКИ Д/ВЗРОСЛЫХ ТОНУС Р. 58	Корректор Осанки Д/взрослых Тонус Р. 58	Korrektor Osanki D/vzroslix Tonus R. 58	unresolved_abbreviation
10890	КОРРЕКТОР ОСАНКИ Д/ВЗРОСЛЫХ ЭЛАСТИКУМ Р. (L)	Корректор Осанки Д/взрослых Эластикум Р. (L)	Korrektor Osanki D/vzroslix Elastikum R. (L)	unresolved_abbreviation
10891	КОРРЕКТОР ОСАНКИ Д/ВЗРОСЛЫХ ЭЛАСТИКУМ Р. (M)	Корректор Осанки Д/взрослых Эластикум Р. (M)	Korrektor Osanki D/vzroslix Elastikum R. (M)	unresolved_abbreviation
10892	КОРРЕКТОР ОСАНКИ Д/ВЗРОСЛЫХ ЭЛАСТИКУМ Р. (S)	Корректор Осанки Д/взрослых Эластикум Р. (S)	Korrektor Osanki D/vzroslix Elastikum R. (S)	unresolved_abbreviation
10893	КОРРЕКТОР ОСАНКИ Д/ВЗРОСЛЫХ ЭЛАСТИКУМ Р. (XL)	Корректор Осанки Д/взрослых Эластикум Р. (XL)	Korrektor Osanki D/vzroslix Elastikum R. (XL)	unresolved_abbreviation
10894	КОРРЕКТОР ОСАНКИ Д/ВЗРОСЛЫХ ЭЛАСТИКУМ Р. (XXL)	Корректор Осанки Д/взрослых Эластикум Р. (XXL)	Korrektor Osanki D/vzroslix Elastikum R. (XXL)	unresolved_abbreviation
10895	КОРРЕКТОР ОСАНКИ Д/ДЕТЕЙ ТОНУС Р. 0	Корректор Осанки Д/детей Тонус Р. 0	Korrektor Osanki D/detey Tonus R. 0	unresolved_abbreviation
10896	КОРРЕКТОР ОСАНКИ Д/ДЕТЕЙ ТОНУС Р. 1	Корректор Осанки Д/детей Тонус Р. 1	Korrektor Osanki D/detey Tonus R. 1	unresolved_abbreviation
10897	КОРРЕКТОР ОСАНКИ Д/ДЕТЕЙ ТОНУС Р. 2	Корректор Осанки Д/детей Тонус Р. 2	Korrektor Osanki D/detey Tonus R. 2	unresolved_abbreviation
10898	КОРРЕКТОР ОСАНКИ Д/ДЕТЕЙ ТОНУС Р. 3	Корректор Осанки Д/детей Тонус Р. 3	Korrektor Osanki D/detey Tonus R. 3	unresolved_abbreviation
10899	КОРРЕКТОР ОСАНКИ Д/ДЕТЕЙ ТОНУС Р. 4	Корректор Осанки Д/детей Тонус Р. 4	Korrektor Osanki D/detey Tonus R. 4	unresolved_abbreviation
10900	КОРРЕКТОР ОСАНКИ Д/ДЕТЕЙ ТОНУС Р. 5	Корректор Осанки Д/детей Тонус Р. 5	Korrektor Osanki D/detey Tonus R. 5	unresolved_abbreviation
10901	КОРРЕКТОР ОСАНКИ Д/ДЕТЕЙ ТОНУС Р. 6	Корректор Осанки Д/детей Тонус Р. 6	Korrektor Osanki D/detey Tonus R. 6	unresolved_abbreviation
10902	КОРРЕКТОР ОСАНКИ Д/ДЕТЕЙ ЭЛАСТИКУМ Р. S	Корректор Осанки Д/детей Эластикум Р. S	Korrektor Osanki D/detey Elastikum R. S	unresolved_abbreviation
10903	КОРРЕКТОР ОСАНКИ Д/ДЕТЕЙ ЭЛАСТИКУМ Р. XL	Корректор Осанки Д/детей Эластикум Р. XL	Korrektor Osanki D/detey Elastikum R. XL	unresolved_abbreviation
10904	КОРРЕКТОР ОСАНКИ Д/ДЕТЕЙ ЭЛАСТИКУМ Р. XM	Корректор Осанки Д/детей Эластикум Р. XM	Korrektor Osanki D/detey Elastikum R. XM	unresolved_abbreviation
10905	КОРРЕКТОР ОСАНКИ Д/ДЕТЕЙ ЭЛАСТИКУМ Р. XS	Корректор Осанки Д/детей Эластикум Р. XS	Korrektor Osanki D/detey Elastikum R. XS	unresolved_abbreviation
10907	КОРРЕКТОР ОСАНКИ КЛЮЧИЧНЫЙ SUPPORT LINE (SL 04) Р. L	Корректор Осанки Ключичный SUPPORT LINE (SL 04) Р. L	Korrektor Osanki Klyuchichniy SUPPORT LINE (SL 04) R. L	unresolved_abbreviation
10908	КОРРЕКТОР ОСАНКИ КЛЮЧИЧНЫЙ SUPPORT LINE (SL 04) Р. S	Корректор Осанки Ключичный SUPPORT LINE (SL 04) Р. S	Korrektor Osanki Klyuchichniy SUPPORT LINE (SL 04) R. S	unresolved_abbreviation
10909	КОРРЕКТОР ОСАНКИ КЛЮЧИЧНЫЙ SUPPORT LINE (SL 04) Р. XL	Корректор Осанки Ключичный SUPPORT LINE (SL 04) Р. XL	Korrektor Osanki Klyuchichniy SUPPORT LINE (SL 04) R. XL	unresolved_abbreviation
10910	КОРРЕКТОР ОСАНКИ КЛЮЧИЧНЫЙ SUPPORT LINE (SL 04) Р. XXL	Корректор Осанки Ключичный SUPPORT LINE (SL 04) Р. XXL	Korrektor Osanki Klyuchichniy SUPPORT LINE (SL 04) R. XXL	unresolved_abbreviation
10911	КОРРЕКТОР ОСАНКИ КРЕСТОБРАЗ (01411) Р. 0	Корректор Осанки Крестобраз (01411) Р. 0	Korrektor Osanki Krestobraz (01411) R. 0	unresolved_abbreviation
10912	КОРРЕКТОР ОСАНКИ КРЕСТОБРАЗ (01411) Р. 1	Корректор Осанки Крестобраз (01411) Р. 1	Korrektor Osanki Krestobraz (01411) R. 1	unresolved_abbreviation
10913	КОРРЕКТОР ОСАНКИ КРЕСТОБРАЗ (01411) Р. 2	Корректор Осанки Крестобраз (01411) Р. 2	Korrektor Osanki Krestobraz (01411) R. 2	unresolved_abbreviation
10914	КОРРЕКТОР ОСАНКИ КРЕСТОБРАЗ (01411) Р. 4	Корректор Осанки Крестобраз (01411) Р. 4	Korrektor Osanki Krestobraz (01411) R. 4	unresolved_abbreviation
10916	КОРРЕКТОР ОСАНКИ ОРТОПЕДИЧЕСКИЙ (13СМ) INAN MEDICAL K-804 Р. L	Корректор Осанки Ортопедический (13СМ) INAN MEDICAL K-804 Р. L	Korrektor Osanki Ortopedicheskiy (13Sm) INAN MEDICAL K-804 R. L	unresolved_abbreviation
10917	КОРРЕКТОР ОСАНКИ ОРТОПЕДИЧЕСКИЙ (13СМ) INAN MEDICAL K-804 Р. M	Корректор Осанки Ортопедический (13СМ) INAN MEDICAL K-804 Р. M	Korrektor Osanki Ortopedicheskiy (13Sm) INAN MEDICAL K-804 R. M	unresolved_abbreviation
10918	КОРРЕКТОР ОСАНКИ ОРТОПЕДИЧЕСКИЙ (13СМ) INAN MEDICAL K-804 Р. S	Корректор Осанки Ортопедический (13СМ) INAN MEDICAL K-804 Р. S	Korrektor Osanki Ortopedicheskiy (13Sm) INAN MEDICAL K-804 R. S	unresolved_abbreviation
10919	КОРРЕКТОР ОСАНКИ ОРТОПЕДИЧЕСКИЙ (13СМ) INAN MEDICAL K-804 Р. XL	Корректор Осанки Ортопедический (13СМ) INAN MEDICAL K-804 Р. XL	Korrektor Osanki Ortopedicheskiy (13Sm) INAN MEDICAL K-804 R. XL	unresolved_abbreviation
10920	КОРРЕКТОР ОСАНКИ ОРТОПЕДИЧЕСКИЙ (13СМ) INAN MEDICAL K-804 Р. XXL	Корректор Осанки Ортопедический (13СМ) INAN MEDICAL K-804 Р. XXL	Korrektor Osanki Ortopedicheskiy (13Sm) INAN MEDICAL K-804 R. XXL	unresolved_abbreviation
10922	КОРРЕКТОР ОСАНКИ ОРТОПЕДИЧЕСКИЙ INAN MEDICAL K-805 Р. L	Корректор Осанки Ортопедический INAN MEDICAL K-805 Р. L	Korrektor Osanki Ortopedicheskiy INAN MEDICAL K-805 R. L	unresolved_abbreviation
10923	КОРРЕКТОР ОСАНКИ ОРТОПЕДИЧЕСКИЙ INAN MEDICAL K-805 Р. M	Корректор Осанки Ортопедический INAN MEDICAL K-805 Р. M	Korrektor Osanki Ortopedicheskiy INAN MEDICAL K-805 R. M	unresolved_abbreviation
10924	КОРРЕКТОР ОСАНКИ ОРТОПЕДИЧЕСКИЙ INAN MEDICAL K-805 Р. S	Корректор Осанки Ортопедический INAN MEDICAL K-805 Р. S	Korrektor Osanki Ortopedicheskiy INAN MEDICAL K-805 R. S	unresolved_abbreviation
10925	КОРРЕКТОР ОСАНКИ ОРТОПЕДИЧЕСКИЙ INAN MEDICAL K-805 Р. XL	Корректор Осанки Ортопедический INAN MEDICAL K-805 Р. XL	Korrektor Osanki Ortopedicheskiy INAN MEDICAL K-805 R. XL	unresolved_abbreviation
10926	КОРРЕКТОР ОСАНКИ ОРТОПЕДИЧЕСКИЙ INAN MEDICAL K-805 Р. XXL	Корректор Осанки Ортопедический INAN MEDICAL K-805 Р. XXL	Korrektor Osanki Ortopedicheskiy INAN MEDICAL K-805 R. XXL	unresolved_abbreviation
10927	КОРРЕКТОР ОСАНКИ Р. 1 (7-8 ЛЕТ)	Корректор Осанки Р. 1 (7-8 ЛЕТ)	Korrektor Osanki R. 1 (7-8 Let)	unresolved_abbreviation
10928	КОРРЕКТОР ОСАНКИ Р. 2 (9-12 ЛЕТ)	Корректор Осанки Р. 2 (9-12 ЛЕТ)	Korrektor Osanki R. 2 (9-12 Let)	unresolved_abbreviation
10929	КОРРЕКТОР ОСАНКИ Р. 3 (13-16 ЛЕТ)	Корректор Осанки Р. 3 (13-16 ЛЕТ)	Korrektor Osanki R. 3 (13-16 Let)	unresolved_abbreviation
10930	КОРРЕКТОР ОСАНКИ Р. 4 (Р. 46-48)	Корректор Осанки Р. 4 (Р. 46-48)	Korrektor Osanki R. 4 (R. 46-48)	unresolved_abbreviation
10931	КОРРЕКТОР ОСАНКИ Р. 5 (Р. 50-52)	Корректор Осанки Р. 5 (Р. 50-52)	Korrektor Osanki R. 5 (R. 50-52)	unresolved_abbreviation
10932	КОРРЕКТОР ОСАНКИ Р. 6 (Р. 54-56)	Корректор Осанки Р. 6 (Р. 54-56)	Korrektor Osanki R. 6 (R. 54-56)	unresolved_abbreviation
10933	КОРРЕКТОР ОСАНКИ С МЕТАЛЛ ВСТАВКОЙ (01412) Р. 0	Корректор Осанки С Металл Вставкой (01412) Р. 0	Korrektor Osanki S Metall Vstavkoy (01412) R. 0	unresolved_abbreviation
10934	КОРРЕКТОР ОСАНКИ С МЕТАЛЛ ВСТАВКОЙ (01412) Р. 1	Корректор Осанки С Металл Вставкой (01412) Р. 1	Korrektor Osanki S Metall Vstavkoy (01412) R. 1	unresolved_abbreviation
10935	КОРРЕКТОР ОСАНКИ С МЕТАЛЛ ВСТАВКОЙ (01412) Р. 2	Корректор Осанки С Металл Вставкой (01412) Р. 2	Korrektor Osanki S Metall Vstavkoy (01412) R. 2	unresolved_abbreviation
10936	КОРРЕКТОР ОСАНКИ С МЕТАЛЛ ВСТАВКОЙ (01412) Р. 3	Корректор Осанки С Металл Вставкой (01412) Р. 3	Korrektor Osanki S Metall Vstavkoy (01412) R. 3	unresolved_abbreviation
10937	КОРРЕКТОР ОСАНКИ С МЕТАЛЛ ВСТАВКОЙ (01412) Р. 4	Корректор Осанки С Металл Вставкой (01412) Р. 4	Korrektor Osanki S Metall Vstavkoy (01412) R. 4	unresolved_abbreviation
10945	КОРСЕТ ДЛЯ КОРРЕКЦИИ ФИГУРЫ ТОНУС Р. 46	Корсет ДЛЯ Коррекции Фигуры Тонус Р. 46	Korset Dlya Korrektsii Figuri Tonus R. 46	unresolved_abbreviation
10946	КОРСЕТ ДЛЯ КОРРЕКЦИИ ФИГУРЫ ТОНУС Р. 46 (ЛЕТНИЙ)	Корсет ДЛЯ Коррекции Фигуры Тонус Р. 46 (Летний)	Korset Dlya Korrektsii Figuri Tonus R. 46 (Letniy)	unresolved_abbreviation
10947	КОРСЕТ ДЛЯ КОРРЕКЦИИ ФИГУРЫ ТОНУС Р. 48	Корсет ДЛЯ Коррекции Фигуры Тонус Р. 48	Korset Dlya Korrektsii Figuri Tonus R. 48	unresolved_abbreviation
10948	КОРСЕТ ДЛЯ КОРРЕКЦИИ ФИГУРЫ ТОНУС Р. 48 (ЛЕТНИЙ)	Корсет ДЛЯ Коррекции Фигуры Тонус Р. 48 (Летний)	Korset Dlya Korrektsii Figuri Tonus R. 48 (Letniy)	unresolved_abbreviation
10949	КОРСЕТ ДЛЯ КОРРЕКЦИИ ФИГУРЫ ТОНУС Р. 50	Корсет ДЛЯ Коррекции Фигуры Тонус Р. 50	Korset Dlya Korrektsii Figuri Tonus R. 50	unresolved_abbreviation
10950	КОРСЕТ ДЛЯ КОРРЕКЦИИ ФИГУРЫ ТОНУС Р. 50 (ЛЕТНИЙ)	Корсет ДЛЯ Коррекции Фигуры Тонус Р. 50 (Летний)	Korset Dlya Korrektsii Figuri Tonus R. 50 (Letniy)	unresolved_abbreviation
