source_line	original	nomi_ru	nomi_uz	review_reason
11031	КОРСЕТ УСИЛЕННЫЙ Д/ПОЗВОНОЧНОЙ КРЕСТОВИНЫ ТОНУС Р. 50	Корсет Усиленный Д/позвоночной Крестовины Тонус Р. 50	Korset Usilenniy D/pozvonochnoy Krestovini Tonus R. 50	unresolved_abbreviation
11032	КОРСЕТ УСИЛЕННЫЙ Д/ПОЗВОНОЧНОЙ КРЕСТОВИНЫ ТОНУС Р. 52	Корсет Усиленный Д/позвоночной Крестовины Тонус Р. 52	Korset Usilenniy D/pozvonochnoy Krestovini Tonus R. 52	unresolved_abbreviation
11033	КОРСЕТ ФИКСИРУЮЩИЙ НА ПЛЕЧЕВОЙ СУСТАВ №1	Корсет Фиксирующий НА Плечевой Сустав №1	Korset Fiksiruyushchiy Na Plechevoy Sustav №1	brand_spelling_not_verified
11034	КОРСЕТ ФИКСИРУЮЩИЙ НА ПЛЕЧЕВОЙ СУСТАВ №4	Корсет Фиксирующий НА Плечевой Сустав №4	Korset Fiksiruyushchiy Na Plechevoy Sustav №4	brand_spelling_not_verified
11035	КОРСЕТ ШЕЙНЫЙ (КОМПЛЕКТ)	Корсет Шейный (Комплект)	Korset Sheyniy (Komplekt)	brand_spelling_not_verified
11036	КОРСЕТ ШЕРСТЯНОЙ INAN MEDICAL K-803 P. L	Корсет Шерстяной INAN MEDICAL K-803 P. L	Korset Sherstyanoy INAN MEDICAL K-803 P. L	brand_spelling_not_verified
11037	КОРСЕТ ШЕРСТЯНОЙ INAN MEDICAL K-803 P. M	Корсет Шерстяной INAN MEDICAL K-803 P. M	Korset Sherstyanoy INAN MEDICAL K-803 P. M	brand_spelling_not_verified
11038	КОРСЕТ ШЕРСТЯНОЙ INAN MEDICAL K-803 P. S	Корсет Шерстяной INAN MEDICAL K-803 P. S	Korset Sherstyanoy INAN MEDICAL K-803 P. S	brand_spelling_not_verified
11039	КОРСЕТ ШЕРСТЯНОЙ INAN MEDICAL K-803 P. XL	Корсет Шерстяной INAN MEDICAL K-803 P. XL	Korset Sherstyanoy INAN MEDICAL K-803 P. XL	brand_spelling_not_verified
11040	КОРСЕТ ШЕРСТЯНОЙ INAN MEDICAL K-803 P. XXL	Корсет Шерстяной INAN MEDICAL K-803 P. XXL	Korset Sherstyanoy INAN MEDICAL K-803 P. XXL	brand_spelling_not_verified
11041	КОРТЕКСИН 10МГ ФЛ №10	Кортексин 10 мг флакон №10	Korteksin 10 mg flakon №10	brand_spelling_not_verified
11042	КОРТЕКСИН 5МГ ФЛ №10	Кортексин 5 мг флакон №10	Korteksin 5 mg flakon №10	brand_spelling_not_verified
11043	КОРТЕЛ М-25 ТАБ 40МГ/25МГ №30	Кортел М-25 таблетки 40 мг/25 мг №30	Kortel M-25 tabletka 40 mg/25 mg №30	brand_spelling_not_verified
11044	КОРТЕЛ М-50 ТАБ 40МГ/50МГ №30	Кортел М-50 таблетки 40 мг/50 мг №30	Kortel M-50 tabletka 40 mg/50 mg №30	brand_spelling_not_verified
11045	КОРТЕЛ Н-40 ТАБ №28	Кортел Н-40 таблетки №28	Kortel N-40 tabletka №28	brand_spelling_not_verified
11046	КОРТЕЛ Н-80 ТАБ №30	Кортел Н-80 таблетки №30	Kortel N-80 tabletka №30	brand_spelling_not_verified
11047	КОРТЕЛ ТРИО ТАБ №30	Кортел Трио таблетки №30	Kortel Trio tabletka №30	brand_spelling_not_verified
11048	КОРТЕЛ-40 ТАБ №28	Кортел-40 таблетки №28	Kortel-40 tabletka №28	brand_spelling_not_verified
11049	КОРТЕЛ-80 ТАБ №30	Кортел-80 таблетки №30	Kortel-80 tabletka №30	brand_spelling_not_verified
11050	КОРТЕЛ-А ТАБ 40МГ/5МГ №30	Кортел-а таблетки 40 мг/5 мг №30	Kortel-a tabletka 40 mg/5 mg №30	brand_spelling_not_verified
11051	КОРТЕЛ-А ТАБ 80МГ/10МГ №30	Кортел-а таблетки 80 мг/10 мг №30	Kortel-a tabletka 80 mg/10 mg №30	brand_spelling_not_verified
11052	КОРТЕЛ-А ТАБ 80МГ/5МГ №30	Кортел-а таблетки 80 мг/5 мг №30	Kortel-a tabletka 80 mg/5 mg №30	brand_spelling_not_verified
11053	КОРУТИ АМП 1000МГ/4МЛ №5	Корути ампулы 1000 мг/4 мл №5	Koruti ampula 1000 mg/4 ml №5	brand_spelling_not_verified
11054	КОРУТИ АМП 500МГ/2МЛ №5	Корути ампулы 500 мг/2 мл №5	Koruti ampula 500 mg/2 ml №5	brand_spelling_not_verified
11055	КОРФЛАМ №10	Корфлам №10	Korflam №10	brand_spelling_not_verified
11056	КОСМОФЕР АМП 50МГ/МЛ 2МЛ №5	Космофер ампулы 50 Мг/мл 2 мл №5	Kosmofer ampula 50 Mg/ml 2 ml №5	brand_spelling_not_verified
11057	КОСОПТ ГЛ/КАПЛИ 20МГ/МЛ+5МГ/МЛ 10МЛ	Косопт глазные капли 20 Мг/мл+5 Мг/мл 10 мл	Kosopt ko‘z tomchilari 20 Mg/ml+5 Mg/ml 10 ml	brand_spelling_not_verified
11058	КОСТАРОКС ТАБ 60МГ №28	Костарокс таблетки 60 мг №28	Kostaroks tabletka 60 mg №28	brand_spelling_not_verified
11059	КОСТАРОКС ТАБ 90МГ №28	Костарокс таблетки 90 мг №28	Kostaroks tabletka 90 mg №28	brand_spelling_not_verified
11060	КОСТЫЛИ АЛЮМИНИЕВЫЕ (ПАРА)	Костыли Алюминиевые (пара)	Kostili Alyuminievie (juft)	brand_spelling_not_verified
11061	КОСТЫЛИ АЛЮМИНИЕВЫЕ РЕГУЛИР (ПАРА)	Костыли Алюминиевые Регулир (пара)	Kostili Alyuminievie Regulir (juft)	brand_spelling_not_verified
11062	КОСТЫЛИ АЛЮМИНИЕВЫЕ РЕГУЛИР (ПАРА) (КХ)	Костыли Алюминиевые Регулир (пара) (КХ)	Kostili Alyuminievie Regulir (juft) (Kx)	brand_spelling_not_verified
11063	КОСТЫЛИ АЛЮМИНИЕВЫЕ РЕГУЛИР ДЕТСКИЕ (ПАРА)	Костыли Алюминиевые Регулир Детские (пара)	Kostili Alyuminievie Regulir Detskie (juft)	brand_spelling_not_verified
11064	КОСТЫЛИ ДЕРЕВЯННЫЕ (ПАРА)	Костыли Деревянные (пара)	Kostili Derevyannie (juft)	brand_spelling_not_verified
11065	КОСТЫЛИ ДЕРЕВЯННЫЕ ДЕТСКИЕ (ПАРА)	Костыли Деревянные Детские (пара)	Kostili Derevyannie Detskie (juft)	brand_spelling_not_verified
11066	КОСТЫЛИ ИЗ НЕРЖ СТАЛИ РЕГУЛИР (ПАРА)	Костыли ИЗ Нерж Стали Регулир (пара)	Kostili Iz Nerj Stali Regulir (juft)	brand_spelling_not_verified
11067	КОСТЫЛИ ЛОКТЕВОЙ С ФИКСАТОРОМ	Костыли Локтевой С Фиксатором	Kostili Loktevoy S Fiksatorom	brand_spelling_not_verified
11068	КОСТЫЛИ ПОДЛОКОТНИК	Костыли Подлокотник	Kostili Podlokotnik	brand_spelling_not_verified
11069	КОТЕКС ЕЖДЕНЕВ NORMAL №20	Котекс Ежденев NORMAL №20	Koteks Ejdenev NORMAL №20	brand_spelling_not_verified
11070	КОТЕКС ЕЖДЕНЕВ NORMAL №56	Котекс Ежденев NORMAL №56	Koteks Ejdenev NORMAL №56	brand_spelling_not_verified
11071	КОТЕКС ЕЖДЕНЕВ ДЕО УЛЬТРАТОНКИЕ №20	Котекс Ежденев ДЕО Ультратонкие №20	Koteks Ejdenev Deo Ultratonkie №20	brand_spelling_not_verified
11072	КОТЕКС ЕЖДЕНЕВ ДЕО УЛЬТРАТОНКИЕ №56	Котекс Ежденев ДЕО Ультратонкие №56	Koteks Ejdenev Deo Ultratonkie №56	brand_spelling_not_verified
11073	КОТЕКС ЕЖЕДНЕВНЫЕ ПРОКЛАДКИ АНТИБАКТЕРИАЛЬНЫЕ №20	Котекс Ежедневные Прокладки Антибактериальные №20	Koteks Ejednevnie Prokladki Antibakterialnie №20	brand_spelling_not_verified
11074	КОТЕКС ЕЖЕДНЕВНЫЕ ПРОКЛАДКИ АНТИБАКТЕРИАЛЬНЫЕ №40	Котекс Ежедневные Прокладки Антибактериальные №40	Koteks Ejednevnie Prokladki Antibakterialnie №40	brand_spelling_not_verified
11075	КОТЕКС ЕЖЕДНЕВНЫЕ ПРОКЛАДКИ ДЕО №20	Котекс Ежедневные Прокладки ДЕО №20	Koteks Ejednevnie Prokladki Deo №20	brand_spelling_not_verified
11076	КОТЕКС ЕЖЕДНЕВНЫЕ ПРОКЛАДКИ ДЫШАЩИЕ №56	Котекс Ежедневные Прокладки Дышащие №56	Koteks Ejednevnie Prokladki Dishashchie №56	brand_spelling_not_verified
11077	КОТЕКС ЕЖЕДНЕВНЫЕ ПРОКЛАДКИ №20	Котекс Ежедневные Прокладки №20	Koteks Ejednevnie Prokladki №20	brand_spelling_not_verified
11078	КОТЕКС НАТУРАЛ НОРМАЛ №40	Котекс Натурал Нормал №40	Koteks Natural Normal №40	brand_spelling_not_verified
11079	КОТЕКС НАТУРАЛ НОРМАЛ №8	Котекс Натурал Нормал №8	Koteks Natural Normal №8	brand_spelling_not_verified
11080	КОТЕКС НАТУРАЛ НОЧНЫЕ №6	Котекс Натурал Ночные №6	Koteks Natural Nochnie №6	brand_spelling_not_verified
11081	КОТЕКС НОРМАЛ №20	Котекс Нормал №20	Koteks Normal №20	brand_spelling_not_verified
11082	КОТЕКС СОФТ НОРМАЛ №18	Котекс Софт Нормал №18	Koteks Soft Normal №18	brand_spelling_not_verified
11083	КОТЕКС УЛЬТРА НОРМАЛ ЭКОНОМИЯ №20	Котекс Ультра Нормал Экономия №20	Koteks Ultra Normal Ekonomiya №20	brand_spelling_not_verified
11084	КОТЕКС УЛЬТРА НОРМАЛ №10	Котекс Ультра Нормал №10	Koteks Ultra Normal №10	brand_spelling_not_verified
11085	КОТЕКС УЛЬТРА НОРМАЛ №20	Котекс Ультра Нормал №20	Koteks Ultra Normal №20	brand_spelling_not_verified
11086	КОТЕКС УЛЬТРА НОЧНЫЕ ЭКОНОМИЯ №14	Котекс Ультра Ночные Экономия №14	Koteks Ultra Nochnie Ekonomiya №14	brand_spelling_not_verified
11087	КОТЕКС УЛЬТРА НОЧНЫЕ №7	Котекс Ультра Ночные №7	Koteks Ultra Nochnie №7	brand_spelling_not_verified
11088	КОТЕКС УЛЬТРА СОФТ НОРМАЛ №10	Котекс Ультра Софт Нормал №10	Koteks Ultra Soft Normal №10	brand_spelling_not_verified
11089	КОТЕКС УЛЬТРА СОФТ СУПЕР №8	Котекс Ультра Софт Супер №8	Koteks Ultra Soft Super №8	brand_spelling_not_verified
11090	КОТЕКС УЛЬТРА СУПЕР ЭКОНОМИЯ №16	Котекс Ультра Супер Экономия №16	Koteks Ultra Super Ekonomiya №16	brand_spelling_not_verified
11091	КОТЕКС УЛЬТРА СУПЕР №8	Котекс Ультра Супер №8	Koteks Ultra Super №8	brand_spelling_not_verified
11092	КОТЕКС ЯНГ НОРМАЛ №10	Котекс ЯНГ Нормал №10	Koteks Yang Normal №10	brand_spelling_not_verified
11093	КОТРИЛАКС АМП 4МГ/2МЛ №6	Котрилакс ампулы 4 мг/2 мл №6	Kotrilaks ampula 4 mg/2 ml №6	brand_spelling_not_verified
11094	КОТРИЛАКС ТАБ 4МГ №20	Котрилакс таблетки 4 мг №20	Kotrilaks tabletka 4 mg №20	brand_spelling_not_verified
11095	КОТРИСЕП ТАБ 480МГ №20	Котрисеп таблетки 480 мг №20	Kotrisep tabletka 480 mg №20	brand_spelling_not_verified
11096	КОФАНОЛ ПАСТ №100	Кофанол Паст №100	Kofanol Past №100	brand_spelling_not_verified
11097	КОФАНОЛ СИРОП 100МЛ	Кофанол сироп 100 мл	Kofanol sirop 100 ml	brand_spelling_not_verified
11098	КОФАСМА СИРОП 100МЛ	Кофасма сироп 100 мл	Kofasma sirop 100 ml	brand_spelling_not_verified
11099	КОФЕ ALICAFE INSTANT BLACK GOLD 2 В 1 ПАК №20	Кофе ALICAFE INSTANT BLACK GOLD 2 В 1 пакет №20	Kofe ALICAFE INSTANT BLACK GOLD 2 V 1 paket №20	brand_spelling_not_verified
11100	КОФЕ ALICAFE INSTANT BLACK GOLD 2 В 1 ПАК №40	Кофе ALICAFE INSTANT BLACK GOLD 2 В 1 пакет №40	Kofe ALICAFE INSTANT BLACK GOLD 2 V 1 paket №40	brand_spelling_not_verified
11101	КОФЕ ALICAFE INSTANT COFFEE ЖЕНЬШЕНЬ 5 B 1 ПАК №12	Кофе ALICAFE INSTANT COFFEE Женьшень 5 B 1 пакет №12	Kofe ALICAFE INSTANT COFFEE Jenshen 5 B 1 paket №12	brand_spelling_not_verified
11102	КОФЕ ALICAFE INSTANT COFFEE ЖЕНЬШЕНЬ ПАК №1	Кофе ALICAFE INSTANT COFFEE Женьшень пакет №1	Kofe ALICAFE INSTANT COFFEE Jenshen paket №1	brand_spelling_not_verified
11103	КОФЕ ALICAFE INSTANT COFFEE ЖЕНЬШЕНЬ ПАК №20	Кофе ALICAFE INSTANT COFFEE Женьшень пакет №20	Kofe ALICAFE INSTANT COFFEE Jenshen paket №20	brand_spelling_not_verified
11104	КОФЕ ALICAFE INSTANT COFFEE ТОНГКАТ БЕЗ САХАРА ПАК №20	Кофе ALICAFE INSTANT COFFEE Тонгкат БЕЗ Сахара пакет №20	Kofe ALICAFE INSTANT COFFEE Tongkat Bez Saxara paket №20	brand_spelling_not_verified
11105	КОФЕИН-БЕНЗОАТ НАТРИЯ АМП 20% 1МЛ №10**	Кофеин-бензоат Натрия ампулы 20% 1 мл №10**	Kofein-benzoat Natriya ampula 20% 1 ml №10**	source_marker
11106	КОФЕИН-БЕНЗОАТ НАТРИЯ АМП 20% 1МЛ №10**	Кофеин-бензоат Натрия ампулы 20% 1 мл №10**	Kofein-benzoat Natriya ampula 20% 1 ml №10**	source_marker
11107	КОФОГИЛ СИРОП 100МЛ	Кофогил сироп 100 мл	Kofogil sirop 100 ml	brand_spelling_not_verified
11108	КОФФОДРИЛ СИРОП 100МЛ	Коффодрил сироп 100 мл	Koffodril sirop 100 ml	brand_spelling_not_verified
11109	КОФЦЕТ СИРОП 60МЛ	Кофцет сироп 60 мл	Koftset sirop 60 ml	brand_spelling_not_verified
11110	КОЭНЗИМ Q10 CARLSON LABS КАПС 100МГ №90	Коэнзим Q10 CARLSON LABS капсулы 100 мг №90	Koenzim Q10 CARLSON LABS kapsula 100 mg №90	brand_spelling_not_verified
11111	КОЭНЗИМ Q10 КАПС 700МГ №30	Коэнзим Q10 капсулы 700 мг №30	Koenzim Q10 kapsula 700 mg №30	brand_spelling_not_verified
11112	КОЭНЗИМ Q10 МАКС КАПС №40	Коэнзим Q10 Макс капсулы №40	Koenzim Q10 Maks kapsula №40	brand_spelling_not_verified
11113	КОЭНЗИМ КОМПОЗИТУМ АМП 2,2МЛ №100	Коэнзим Композитум ампулы 2,2 мл №100	Koenzim Kompozitum ampula 2,2 ml №100	brand_spelling_not_verified
11114	КОЭНЗИМ КОМПОЗИТУМ АМП 2,2МЛ №5	Коэнзим Композитум ампулы 2,2 мл №5	Koenzim Kompozitum ampula 2,2 ml №5	brand_spelling_not_verified
11115	КОЭНЗИМ ФЕРМЕНТИРОВАННЫЙ COQ10 CALIFORNIA GOLD NUTRITION КАПС 100 МГ №120	Коэнзим Ферментированный COQ10 CALIFORNIA GOLD NUTRITION капсулы 100 мг №120	Koenzim Fermentirovanniy COQ10 CALIFORNIA GOLD NUTRITION kapsula 100 mg №120	brand_spelling_not_verified
11116	КОЭНЗИМ ФЕРМЕНТИРОВАННЫЙ COQ10 CALIFORNIA GOLD NUTRITION КАПС 100 МГ №150	Коэнзим Ферментированный COQ10 CALIFORNIA GOLD NUTRITION капсулы 100 мг №150	Koenzim Fermentirovanniy COQ10 CALIFORNIA GOLD NUTRITION kapsula 100 mg №150	brand_spelling_not_verified
11117	КРАЙНОН ГЕЛЬ ВАГИН 8% №15	Крайнон гель Вагин 8% №15	Kraynon gel Vagin 8% №15	brand_spelling_not_verified
11118	КРАНБЕРРИ КАПС 500МГ №30	Кранберри капсулы 500 мг №30	Kranberri kapsula 500 mg №30	brand_spelling_not_verified
11119	КРАНИК 3-Х ХОДОВОЙ Д/ИНФ МАГИСТРАЛЕЙ	Краник 3-Х Ходовой для инфузий Магистралей	Kranik 3-X Xodovoy infuziya uchun Magistraley	brand_spelling_not_verified
11120	КРАНИК 3-Х ХОДОВОЙ Д/ИНФ МАГИСТРАЛЕЙ	Краник 3-Х Ходовой для инфузий Магистралей	Kranik 3-X Xodovoy infuziya uchun Magistraley	brand_spelling_not_verified
11121	КРАПИВА ЛИСТЬЯ 1Г ПАК №25	Крапива Листья 1 г пакет №25	Krapiva Listya 1 g paket №25	brand_spelling_not_verified
11122	КРАПИВА ЛИСТЬЯ 30Г	Крапива Листья 30 г	Krapiva Listya 30 g	brand_spelling_not_verified
11123	КРАПИВА ЛИСТЬЯ 30Г	Крапива Листья 30 г	Krapiva Listya 30 g	brand_spelling_not_verified
11124	КРАПИВА ЛИСТЬЯ 50Г	Крапива Листья 50 г	Krapiva Listya 50 g	brand_spelling_not_verified
11125	КРАПИВА-М ЛИСТЬЯ 1,5Г ПАК №25	Крапива-м Листья 1,5 г пакет №25	Krapiva-m Listya 1,5 g paket №25	brand_spelling_not_verified
11126	КРАСАВКИ ЭКСТРАКТ СУПП РЕКТ 15МГ №10	Красавки Экстракт суппозитории Рект 15 мг №10	Krasavki Ekstrakt shamcha Rekt 15 mg №10	brand_spelling_not_verified
11127	КРАСАВКИ ЭКСТРАКТ СУПП РЕКТ 15МГ №10	Красавки Экстракт суппозитории Рект 15 мг №10	Krasavki Ekstrakt shamcha Rekt 15 mg №10	brand_spelling_not_verified
11128	КРАСГЕМОДЕЗ 8000 Р-Р Д/ИНФ 6% 200МЛ	Красгемодез 8000 раствор для инфузий 6% 200 мл	Krasgemodez 8000 eritma infuziya uchun 6% 200 ml	brand_spelling_not_verified
11129	КРАСНАЯ ИКРА МУРАВЬИВИТ ГЕЛЬ-БАЛЬЗАМ ДЛЯ СУСТАВОВ 70Г	Красная Икра Муравьивит Гель-бальзам ДЛЯ Суставов 70 г	Krasnaya Ikra Muravivit Gel-balzam Dlya Sustavov 70 g	brand_spelling_not_verified
11130	КРАТАЛ ДЛЯ ДЕТЕЙ ТАБ №20	Кратал ДЛЯ Детей таблетки №20	Kratal Dlya Detey tabletka №20	brand_spelling_not_verified
11131	КРАТАЛ ТАБ №20	Кратал таблетки №20	Kratal tabletka №20	brand_spelling_not_verified
11132	КРЕАБЕСТ ПОР Д/ИНФ 1Г ФЛ №10	Креабест порошок для инфузий 1 г флакон №10	Kreabest kukun infuziya uchun 1 g flakon №10	brand_spelling_not_verified
11133	КРЕАЗИМ 10000 КАПС №20	Креазим 10000 капсулы №20	Kreazim 10000 kapsula №20	brand_spelling_not_verified
11134	КРЕАТОН ПОР Д/ИНФ 1,0Г ФЛ №1	Креатон порошок для инфузий 1,0 г флакон №1	Kreaton kukun infuziya uchun 1,0 g flakon №1	brand_spelling_not_verified
11135	КРЕЗАМ 10000 КАПС №10	Крезам 10000 капсулы №10	Krezam 10000 kapsula №10	brand_spelling_not_verified
11136	КРЕМ "ВЕЧЕР" LIGHT ДЛЯ ВЕК И ЛИЦА 60МЛ	Крем "Вечер" LIGHT ДЛЯ ВЕК И Лица 60 мл	Krem "Vecher" LIGHT Dlya Vek I Litsa 60 ml	brand_spelling_not_verified
11137	КРЕМ "ВЕЧЕР" ДЛЯ ВЕК И ЛИЦА 41Г	Крем "Вечер" ДЛЯ ВЕК И Лица 41 г	Krem "Vecher" Dlya Vek I Litsa 41 g	brand_spelling_not_verified
11138	КРЕМ "ВЕЧЕР" ДЛЯ РУК 80МЛ	Крем "Вечер" ДЛЯ РУК 80 мл	Krem "Vecher" Dlya Ruk 80 ml	brand_spelling_not_verified
11139	КРЕМ "ГЕРОНТОЛ" LIGHT ДЛЯ ЛИЦА 60МЛ	Крем "Геронтол" LIGHT ДЛЯ Лица 60 мл	Krem "Gerontol" LIGHT Dlya Litsa 60 ml	brand_spelling_not_verified
11140	КРЕМ "ГЕРОНТОЛ" ДЛЯ ЛИЦА 40Г	Крем "Геронтол" ДЛЯ Лица 40 г	Krem "Gerontol" Dlya Litsa 40 g	brand_spelling_not_verified
11141	КРЕМ "ГЕРОНТОЛ" ДЛЯ РУК 80МЛ	Крем "Геронтол" ДЛЯ РУК 80 мл	Krem "Gerontol" Dlya Ruk 80 ml	brand_spelling_not_verified
11142	КРЕМ "ЛЮКС" LIGHT ДЛЯ ЛИЦА 60МЛ	Крем "Люкс" LIGHT ДЛЯ Лица 60 мл	Krem "Lyuks" LIGHT Dlya Litsa 60 ml	brand_spelling_not_verified
11143	КРЕМ "ЛЮКС" ДЛЯ РУК 80МЛ	Крем "Люкс" ДЛЯ РУК 80 мл	Krem "Lyuks" Dlya Ruk 80 ml	brand_spelling_not_verified
11144	КРЕМ "ЛЮКС" ПИТАТЕЛЬНЫЙ ДЛЯ ЛИЦА 41Г	Крем "Люкс" Питательный ДЛЯ Лица 41 г	Krem "Lyuks" Pitatelniy Dlya Litsa 41 g	brand_spelling_not_verified
11145	КРЕМ "СВОБОДА БЭБИ" СОЛНЦЕЗАЩИТНЫЙ С УЛЬТРАСИЛЬНОЙ ЗАЩИТОЙ SPF 50+	Крем "Свобода Бэби" Солнцезащитный С Ультрасильной Защитой SPF 50+	Krem "Svoboda Bebi" Solntsezashchitniy S Ultrasilnoy Zashchitoy SPF 50+	brand_spelling_not_verified
11146	КРЕМ "СВОБОДА" Д/ЛИЦА АНТИВОЗРАСТНОЙ 80МЛ	Крем "Свобода" для лица Антивозрастной 80 мл	Krem "Svoboda" yuz uchun Antivozrastnoy 80 ml	unresolved_abbreviation
11147	КРЕМ "СВОБОДА" Д/ЛИЦА ПИТАТЕЛЬНЫЙ 80МЛ	Крем "Свобода" для лица Питательный 80 мл	Krem "Svoboda" yuz uchun Pitatelniy 80 ml	unresolved_abbreviation
11148	КРЕМ "СВОБОДА" Д/ЛИЦА С ОСВЕТЛЯЮЩИМ ЭФФЕКТОМ 45МЛ	Крем "Свобода" для лица С Осветляющим Эффектом 45 мл	Krem "Svoboda" yuz uchun S Osvetlyayushchim Effektom 45 ml	unresolved_abbreviation
11149	КРЕМ "СВОБОДА" Д/ЛИЦА С УВЛАЖНЯЮЩИМ ЭФФЕКТОМ 80МЛ	Крем "Свобода" для лица С Увлажняющим Эффектом 80 мл	Krem "Svoboda" yuz uchun S Uvlajnyayushchim Effektom 80 ml	unresolved_abbreviation
11150	КРЕМ "СВОБОДА" Д/НОГ С АНТИБАКТЕРИАЛЬНЫМ ЭФФЕКТОМ 80МЛ	Крем "Свобода" Д/ног С Антибактериальным Эффектом 80 мл	Krem "Svoboda" D/nog S Antibakterialnim Effektom 80 ml	unresolved_abbreviation
11151	КРЕМ "СВОБОДА" Д/РУК 80МЛ	Крем "Свобода" для рук 80 мл	Krem "Svoboda" qo‘l uchun 80 ml	unresolved_abbreviation
11152	КРЕМ "СВОБОДА" Д/РУК И НОГТЕЙ ПИТАТЕЛЬНЫЙ 80МЛ	Крем "Свобода" для рук И Ногтей Питательный 80 мл	Krem "Svoboda" qo‘l uchun I Nogtey Pitatelniy 80 ml	unresolved_abbreviation
11153	КРЕМ "СВОБОДА" ЭФФЕКТ ДЛЯ НОГ 80Г	Крем "Свобода" Эффект ДЛЯ НОГ 80 г	Krem "Svoboda" Effekt Dlya Nog 80 g	brand_spelling_not_verified
11154	КРЕМ "ЭКОХЕРБАЛЛ" Д/ЛИЦА ПРЫЩФРИ 30МЛ	Крем "Экохербалл" для лица Прыщфри 30 мл	Krem "Ekoxerball" yuz uchun Prishchfri 30 ml	unresolved_abbreviation
11155	КРЕМ "ЭКОХЕРБАЛЛ" Д/ЛИЦА ФРЕШ ЛИЦО 30МЛ	Крем "Экохербалл" для лица Фреш Лицо 30 мл	Krem "Ekoxerball" yuz uchun Fresh Litso 30 ml	unresolved_abbreviation
11156	КРЕМ "ЭКОХЕРБАЛЛ" Д/СТОП ТРЕЩКЭР 30МЛ	Крем "Экохербалл" Д/стоп Трещкэр 30 мл	Krem "Ekoxerball" D/stop Treshchker 30 ml	unresolved_abbreviation
11157	КРЕМ "ЭКОХЕРБАЛЛ" ДЛЯ ВСЕЙ СЕМЬИ БОРО ЗВЕЗДА 30МЛ	Крем "Экохербалл" ДЛЯ Всей Семьи Боро Звезда 30 мл	Krem "Ekoxerball" Dlya Vsey Semi Boro Zvezda 30 ml	brand_spelling_not_verified
11158	КРЕМ "ЭКОХЕРБАЛЛ" МАССАЖНЫЙ НЕБОЛЯШКА 30МЛ	Крем "Экохербалл" Массажный Неболяшка 30 мл	Krem "Ekoxerball" Massajniy Nebolyashka 30 ml	brand_spelling_not_verified
11159	КРЕМ "ЯНТАРЬ" LIGHT ДЛЯ ЛИЦА 60МЛ	Крем "Янтарь" LIGHT ДЛЯ Лица 60 мл	Krem "Yantar" LIGHT Dlya Litsa 60 ml	brand_spelling_not_verified
11160	КРЕМ "ЯНТАРЬ" ДЛЯ ЛИЦА 41Г	Крем "Янтарь" ДЛЯ Лица 41 г	Krem "Yantar" Dlya Litsa 41 g	brand_spelling_not_verified
11161	КРЕМ "ЯНТАРЬ" ДЛЯ РУК 80МЛ	Крем "Янтарь" ДЛЯ РУК 80 мл	Krem "Yantar" Dlya Ruk 80 ml	brand_spelling_not_verified
11162	КРЕМ 911+ НАМОЗОЛЬ ОТ МАЗОЛЕЙ 100МЛ	Крем 911+ Намозоль ОТ Мазолей 100 мл	Krem 911+ Namozol Ot Mazoley 100 ml	brand_spelling_not_verified
11163	КРЕМ BEAUTY FOR LADIES ЛЕГКОЕ ПИТАНИЕ 60МЛ	Крем BEAUTY FOR LADIES Легкое Питание 60 мл	Krem BEAUTY FOR LADIES Legkoe Pitanie 60 ml	brand_spelling_not_verified
11164	КРЕМ FOUF ДЛЯ НОГ 150МЛ	Крем FOUF ДЛЯ НОГ 150 мл	Krem FOUF Dlya Nog 150 ml	brand_spelling_not_verified
11165	КРЕМ FOUF ДЛЯ РУК 150МЛ	Крем FOUF ДЛЯ РУК 150 мл	Krem FOUF Dlya Ruk 150 ml	brand_spelling_not_verified
11166	КРЕМ FOUF НОЧНОЙ 75МЛ	Крем FOUF Ночной 75 мл	Krem FOUF Nochnoy 75 ml	brand_spelling_not_verified
11167	КРЕМ FOUF СКРАБ ДЛЯ ЛИЦА 125МЛ	Крем FOUF Скраб ДЛЯ Лица 125 мл	Krem FOUF Skrab Dlya Litsa 125 ml	brand_spelling_not_verified
11168	КРЕМ HAPPY BABY УНИВЕРСАЛЬНЫЙ 0+ 75Г	Крем HAPPY BABY Универсальный 0+ 75 г	Krem HAPPY BABY Universalniy 0+ 75 g	brand_spelling_not_verified
11169	КРЕМ LADY CARAMEL ДЛЯ ДЕПИЛЯЦИИ ТЕЛА В ДУШЕ 100МЛ	Крем LADY CARAMEL ДЛЯ Депиляции Тела В Душе 100 мл	Krem LADY CARAMEL Dlya Depilyatsii Tela V Dushe 100 ml	brand_spelling_not_verified
11170	КРЕМ MEDELA PURELAN LANOLIN NIPPLE ДЛЯ ГРУДНОГО ВСКАРМЛИВАНИЯ И ТРЕЩИНЫ НА КОЖЕ 37 Г	Крем MEDELA PURELAN LANOLIN NIPPLE ДЛЯ Грудного Вскармливания И Трещины НА Коже 37 г	Krem MEDELA PURELAN LANOLIN NIPPLE Dlya Grudnogo Vskarmlivaniya I Treshchini Na Koje 37 g	brand_spelling_not_verified
